location_name,Event_Type,event_year,qaqc,event_name_calc,Tree_ID,Module,Tree_Number,Species_Original,Plant_Concept_Current_IDF,DBH,Tree_Status,Crown_Class,Vigor,Dieback,Condition_Damage_Code_1,Condition_Damage_Code_2,Condition_Damage_Code_3,Condition_Damage_Code_4,Condition_Damage_Code_5,Foliage_Condition_1,Foliage_Percent_Class_1,Foliage_Condition_2,Foliage_Percent_Class_2,Foliage_Condition_3,Foliage_Percent_Class_3,Foliage_Condition_4,Foliage_Percent_Class_4,Foliage_Condition_5,Foliage_Percent_Class_5,Dead_Tree_Decay_Class,Snag_Height
MACA058,plot establishment,2016,0,MACA058,{A3237AFD-9F16-4282-96BA-07FA80D109C8},1,3,ACERSACM,{BB6F4F2B-B315-4777-BC1E-7396A414B0A5},29,2,,,,,,,,,,,,,,,,,,,1,3
MACA058,plot establishment,2016,0,MACA058,{B2099022-E052-4C31-A9B2-ABA4ABF00D04},3,5,CARYOVAT,{F8B309B3-EED9-40E5-8757-6002A98E9325},40,1,3,1,,,,,,,H,1,,,,,,,,,,
MACA058,plot establishment,2016,0,MACA058,{BB9F59E1-8DEA-4E74-8078-A3C74F14B3FE},1,1,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},48,1,3,1,,,,,,,,,,,,,,,,,,
MACA058,plot establishment,2016,0,MACA058,{C6663A54-FB57-499C-873D-81E63662AF7D},4,10,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},45,1,3,1,,,,,,,,,,,,,,,,,,
MACA058,plot establishment,2016,0,MACA058,{E1ED3B49-D5E2-4A73-B934-9FEBE1BBB7EC},4,7,ACERSACM,{BB6F4F2B-B315-4777-BC1E-7396A414B0A5},14,1,5,1,,,,,,,H,1,,,,,,,,,,
MACA058,plot establishment,2016,0,MACA058,{E67E14FF-C7DD-4589-AB94-4E2307541A6A},3,6,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},12,1,5,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{151BF291-04E6-4153-BEBC-ECC3C4B1574D},4,7,ACERSACM,{BB6F4F2B-B315-4777-BC1E-7396A414B0A5},14,1,5,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{1C524C3E-B38B-4F3E-9A5B-6A91E3F1F81C},1,3,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},20,1,5,1,,,,,,,H,1,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{2B9A23C1-F87F-4971-A2D5-93026715C06D},1,1,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},29,2,,,,,,,,,,,,,,,,,,,1,2
MACA058,QA/QC,2016,-1,MACA058Q,{3667F74B-362B-4772-B2EE-E9BCFBA1FF8D},3,6,CARYOVAT,{F8B309B3-EED9-40E5-8757-6002A98E9325},39,1,3,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{397203E7-9EF1-4D4B-9B27-AF70B8CD65CA},4,10,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},45,1,3,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{42F125A4-D9F3-43E8-ADF9-DB266D5CC387},2,4,CARYGLA,{56A01BE8-41DF-42BD-96BB-77B0BCA2FEDD},26,1,4,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{6FE4D3EF-6A03-4330-9784-43DDDF746B82},1,2,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},47,1,3,1,,LEAN,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{8737EB22-8484-4430-A8B5-2ECE4D32FD40},4,9,ACERSACM,{BB6F4F2B-B315-4777-BC1E-7396A414B0A5},16,1,5,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{BFF2216E-5935-4B0F-90D0-C1B525020A8A},3,5,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},12,1,5,1,,,,,,,,,,,,,,,,,,
MACA058,QA/QC,2016,-1,MACA058Q,{F0D6C1C9-F008-4DC0-B4F4-4F43A7622F39},4,8,FRAXAME,{79F9F1F4-656B-47A6-B616-41761786A6BD},11,1,5,1,,,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{2A3A37AC-4D12-45DD-AA75-4548645E1705},4,10,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},11,1,5,3,4,,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{57029DD2-DF89-4757-AC04-1557B9BDB53A},4,11,ACERNEG,{55A98850-0FB8-46EE-A0E5-FB132C2C34D1},20,1,5,1,2,LEAN,,,,,H,1,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{6D0B5BFC-12C6-4212-A56E-D3C48F82584A},3,7,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},22,1,5,1,1,LEAN,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{83F555FA-B343-49BF-BFB0-F7F2CF63DE24},4,12,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},19,1,5,2,2,LEAN,BURL,ROOT,,,H,1,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{866BB19F-521D-43D6-81FD-01264AEC744F},4,9,FRAXPEN,{9A7D4A98-AEEF-4F32-860B-27C430C2BD6F},44,1,3,2,2,FORK,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{A03B2972-699B-42D2-A6B4-104739D99DF3},1,3,FRAXPEN,{9A7D4A98-AEEF-4F32-860B-27C430C2BD6F},29,1,3,1,2,,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{BD7F03C4-B647-46B2-883B-C7780ECDEFA2},1,1,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},36,1,5,2,1,FORK,VINE,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{C2828127-768D-4276-B4D5-E3977B74A0F5},2,5,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},15,1,5,1,2,LEAN,VINE,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{C841262E-BE6A-402C-BBDC-DAB5DFD38059},1,2,FRAXPEN,{9A7D4A98-AEEF-4F32-860B-27C430C2BD6F},20,1,4,2,4,,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{D5DE4D7F-A073-4F98-83E6-027E8D3F72C1},2,4,ACERNEG,{55A98850-0FB8-46EE-A0E5-FB132C2C34D1},41,1,3,1,2,VINE,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{ED1F13B8-D297-4220-A712-2B2A935A9AF3},3,6,PLATOCC,{33B745A4-EC1D-47E3-9F6F-D8B16AF6B5F8},72,1,2,1,2,,,,,,,,,,,,,,,,,
LOOK007,QA/QC,2012,-1,LOOK007Q,{FE9B00B2-27F1-4984-ABDA-48E98E7223B9},4,8,ULMURUB,{CB2B9774-AB3F-411C-AB5C-A339CFF0821F},20,1,5,1,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{11693A5F-E01C-46BD-B968-5E590341D8DE},3,7,ULMUALA,{1B0FB3A9-1387-4901-985E-2DBCBCBFC8F1},22,1,5,1,,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{36823297-11CF-46E1-BE5D-5D4F5A336F84},1,3,FRAXPEN,{9A7D4A98-AEEF-4F32-860B-27C430C2BD6F},28,1,3,1,,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{52013731-33F5-481F-86A0-34BC7DB34EA8},2,4,ACERNEG,{55A98850-0FB8-46EE-A0E5-FB132C2C34D1},41,1,3,1,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{58784486-ABE9-45FB-BD38-7597362A34D2},4,11,FRAXPEN,{9A7D4A98-AEEF-4F32-860B-27C430C2BD6F},44,1,3,1,2,FORK,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{794A2773-DE19-4DD6-908D-8B4D351D6910},4,10,LIGUSIN,{F1A2ACD7-D7B5-47A0-A243-E38B0BE4B677},11,1,5,1,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{889DABCC-B67B-4059-9EB1-84EE4710D225},4,8,PRUNSER,{D87DB845-DEE8-4C04-B2FA-0A924175393C},18,1,5,1,,LEAN,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{9E37B7B1-ACBB-41AD-8121-65EED526522C},1,2,ULMUAME,{6095DBE6-8FE1-4E29-892A-ABB907E188E0},36,1,3,1,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{A221A8D4-7675-45ED-9F93-4C99B7AA30F4},2,5,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},15,1,5,1,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{B124BF05-7DB4-49C7-88A8-B9FE1B423C47},3,6,PLATOCC,{33B745A4-EC1D-47E3-9F6F-D8B16AF6B5F8},72,1,2,1,1,VINE,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{BD2A98F8-6322-4772-8CB3-8DC3BBA4043C},4,9,ACERNEG,{55A98850-0FB8-46EE-A0E5-FB132C2C34D1},20,1,4,2,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{BDFFF78D-1C92-474B-89D1-9615B7423E7B},4,12,CELTLAE,{4030CF4F-20A2-4673-BF72-626F8D0D4963},19,1,5,1,1,,,,,,,,,,,,,,,,,
LOOK007,plot establishment,2012,0,LOOK007,{CBBF4E8C-49D0-4878-A6D8-5C5321CBD1E0},1,1,FRAXPEN,{9A7D4A98-AEEF-4F32-860B-27C430C2BD6F},21,1,3,1,1,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{1E356845-08B8-4763-9E8D-265D3D13E416},1,4,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},29,1,3,1,,CROK,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{21A9AA48-BDD5-4425-9CDB-3E7CE5763198},4,18,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},24,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{23E63C1E-4288-4B8C-89C0-41653FB97ACF},4,19,Unknown sp.,{96562CE2-EF25-401C-A121-4DB9881E1098},14,2,,,,,,,,,,,,,,,,,,,2,4
MACA053,plot establishment,2015,0,MACA053,{27D521FE-451A-4E92-A970-19658B236956},1,2,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},26,1,2,1,,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{3D834D75-BDFE-456D-ACB2-439F8D794455},2,9,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},18,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{5EE3304F-8572-4FEB-9CA8-96378B6E30CA},2,11,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},45,2,,,,,,,,,,,,,,,,,,,2,15
MACA053,plot establishment,2015,0,MACA053,{574891FB-79D3-49C8-B30B-B8B44DD67E0A},4,17,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},17,1,4,1,,EPIC,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{574D1FAA-55E9-4A04-B491-AEA5183AE75C},3,14,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},29,1,3,1,,EPIC,FORK,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{5CF4DD18-A55C-48E2-9DFC-EF4C5E84081B},1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},34,1,3,2,,EPIC,FORK,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{70AF6E50-C417-4BCB-95EA-AE38FE04DD90},1,6,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},32,1,3,1,,BIRD,EPIC,FORK,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{888C43B9-CB75-4090-BC31-DB78A393F0CC},2,13,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},43,1,3,1,,EPIC,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{A87D3A3F-48A9-4770-9D7A-4204887AF320},1,3,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},12,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{A8F8ED94-2DA5-4235-AF4B-A391F8199FB6},3,15,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},23,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{AD81FB99-80EC-43A2-BFA7-89FA47B3BD4E},1,5,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},16,2,,,,,,,,,,,,,,,,,,,2,9
MACA053,plot establishment,2015,0,MACA053,{B99D6696-5DBC-4BE3-BB2C-EE936ACBABBE},2,7,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},16,1,4,1,,EPIC,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{BFDC38A4-FED8-4D17-A6A3-5086860A2405},3,16,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},21,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{D4ACD3EC-C656-496C-8546-701C936F9F29},2,8,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},23,1,3,1,,EPIC,FORK,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{E3E1F64E-0B8A-431F-9E14-089EF2936CA5},2,12,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},11,1,5,2,,DTOP,EPIC,,,,,,,,,,,,,,,
MACA053,plot establishment,2015,0,MACA053,{E9A20DAE-4B33-4505-A260-97BA3E088FD4},2,10,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},25,1,3,1,,FORK,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{089C3A2B-B8F9-4094-9611-EF4FD7ED6136},2,4,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},26,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{0C80E30E-8ECC-4473-92A2-BEBEE9F2B086},2,11,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},11,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{1C71210E-ACAE-409B-A4FB-52D6BD2382AA},4,17,SASSALB,{CC5EFC77-2E0B-4EC3-A3EA-FD3E10D65415},14,2,,,,,,,,,,,,,,,,,,,2,3
MACA053,QA/QC,2015,-1,MACA053Q,{3B6E252F-EBCC-49DF-9F87-033A338D69D3},1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},34,1,2,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{447AA28D-C060-4CC5-80F9-7402F53C2FBB},4,15,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},18,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{60A6B11A-8894-4E17-90F9-C894A3FF0E08},4,16,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},24,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{73607A28-33A0-4104-9D24-B218AC2449A4},2,5,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},16,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{7AC9CA66-7223-45F1-8661-46E924F7C47E},3,14,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},23,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{7E57F094-897F-469F-B9E5-0B781FA07112},1,3,CARYALB,{AA664394-AE43-4AE0-8D54-5E51DE3ABAA4},32,1,3,1,,BIRD,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{8A7C34BE-36E8-4016-9808-F12C5BE9ABD5},3,13,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},21,1,4,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{8F55C329-7F79-49B4-9686-BDBBB50A8BF3},2,10,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},43,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{916E8385-CD9F-4083-80FC-97C1487F6758},2,8,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},25,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{A9C75E15-49B2-420F-9924-EB93714EDC85},1,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},16,2,,,,,,,,,,,,,,,,,,,2,11
MACA053,QA/QC,2015,-1,MACA053Q,{B09A1DC2-475E-4C69-969E-6CAEDEBDAC48},2,7,JUNIVIR,{93F0EB64-8D04-4DF8-9E2E-AE19AD08B5DE},19,1,5,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{BF01B386-9500-46CF-9ABE-36D7B1508B30},2,6,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},23,1,4,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{D91AC8BE-3FA8-4E67-BA03-492A219787DD},3,12,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},29,1,3,1,,,,,,,,,,,,,,,,,,
MACA053,QA/QC,2015,-1,MACA053Q,{F372DFC5-8749-473E-A0A8-D1807A9005D1},2,9,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},46,2,,,,,,,,,,,,,,,,,,,2,20
GUCO009,plot establishment,2011,0,GUCO009,{007E401E-D9D3-4DD1-A35A-42C81C9125E3},3,9,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},71,1,3,1,2,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{141A3420-CF9B-4C16-969E-4C8BC1F824DA},2,6,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},11,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{1B773FBC-F2EF-404A-8470-B493B4CE3663},3,8,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},18,1,5,1,1,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{3A9F2B19-553E-47D4-9793-AD3B5621211A},4,13,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},50,1,3,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{421C6140-4798-42FC-9229-DCD06C168454},4,15,ACERBAR,{337A3E6E-80BB-4A05-AC9C-1F92563EFFD3},12,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{506983ED-C57A-4725-912E-DA88F77FACC1},3,12,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},16,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{5A7D7D4C-7413-47FF-8008-61ED4B72C3E3},2,7,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},35,1,3,1,2,ABGR,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{6E6296F0-98BA-43A1-B8A2-4F5FC9A0CE93},1,4,ACERBAR,{337A3E6E-80BB-4A05-AC9C-1F92563EFFD3},11,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{8645B1A0-D081-4044-8F2D-F178F08539AF},1,3,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},46,1,3,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{8DABA5D7-90DC-424D-8730-E9EC81789D57},4,17,LIRITUL,{5176417D-704E-47FF-A697-8E4ED00FEBE7},25,1,4,1,,HOLW,UMAN,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{9ED4415E-7976-4FAD-A437-D961FB570CB4},3,10,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},43,1,3,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{A471BF09-93E1-4721-A766-03EA3C23C4C5},1,5,ACERBAR,{337A3E6E-80BB-4A05-AC9C-1F92563EFFD3},10,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{A963D920-8DFC-4209-BDF4-CA253F12A869},4,16,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},21,1,5,1,,CONK,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{C8069B47-5B43-46C1-8CC2-AC6879B9C5A5},1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},51,1,3,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{DAEEBD35-19F7-40E9-AEA7-7489FBEB76B5},1,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},16,1,4,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{E41854CC-386E-4810-A8E7-28F0C2CF8940},3,11,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},16,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,plot establishment,2011,0,GUCO009,{ED136670-191E-4B0F-9189-F90B653673F2},4,14,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},50,1,3,2,3,VINE,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{069BFA31-F88F-45CA-AF1D-27816D540337},4,12,ACERBAR,{337A3E6E-80BB-4A05-AC9C-1F92563EFFD3},12,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{100A6198-ACF7-4106-A33A-D4F7C455B0BF},2,5,CARYOVAL,{7FBEB511-73E0-4B90-811A-AFE3BC17947D},36,1,4,2,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{25B9112F-5618-43AE-9B35-64DF7CE5479B},4,11,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},53,1,3,1,2,VINE,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{28D76447-93AC-4EA7-A0A7-B16791C6AAD9},2,4,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},15,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{328CABB5-CAE5-4D07-81BB-FB65F1E9F017},1,1,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},50,1,3,1,1,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{40D18076-5831-4366-8963-35BBE6582BA1},4,13,ACERBAR,{337A3E6E-80BB-4A05-AC9C-1F92563EFFD3},12,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{621A3CAD-03F8-4EB6-B631-C416FAB26B25},3,7,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},71,1,2,2,2,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{70F31FC7-58FD-4379-A199-8B06A2B8CE8B},1,3,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},48,1,3,1,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{72D68996-A9AD-48FE-8045-11DEF0273868},3,6,QUERVEL,{98FEDA8E-4F45-425F-A9B2-C2762A2E775F},46,1,4,2,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{9BEE863E-10D8-423B-9223-E9945FDE8AAC},4,10,QUERFAL,{FBCF8566-0F6A-43C5-B1CA-84D719B96CF2},50,1,3,2,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{A61FF32B-0A4C-45D6-B00A-44DFBDB3EBF0},1,2,QUERALB,{9F7F2C4C-0F1D-4CD7-8D70-1448EF89B177},17,1,5,1,,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{E96FC471-2214-436D-AD4E-6697F9BDF886},3,8,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},18,1,5,1,1,,,,,,,,,,,,,,,,,
GUCO009,QA/QC,2011,-1,GUCO009Q,{FF30CE86-16D9-4B72-8EBC-C420A395D4F5},3,9,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},18,1,5,1,1,,,,,,,,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{1B2BE115-565B-4804-B086-9210BAF0B053},4,8,QUERPRIU,{F4C1717E-6390-4AE6-82A2-060BA511EC6E},79,1,3,1,,,,,,,,,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{1EC322BD-F766-4E44-85AE-95CE4ECB58FE},3,6,Unknown sp.,{96562CE2-EF25-401C-A121-4DB9881E1098},,4,,,,,,,,,,,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{47356AA1-CDCB-48AE-B788-56D2827867B5},4,13,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},12,1,5,2,,,,,,,H,2,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{5060E85C-2B7F-4EDC-BEE1-1D650B7C4F69},4,11,ACERRUB,{F005F3BB-6045-4A0B-A022-F6AB3D4D4043},,4,,,,,,,,,,,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{4B1F2B89-BA35-4E4F-8AC6-C11F0B0E501E},3,5,Unknown sp.,{96562CE2-EF25-401C-A121-4DB9881E1098},,4,,,,,,,,,,,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{60348E15-04A6-4134-BA72-3F13A63081C1},4,9,QUERPRIU,{F4C1717E-6390-4AE6-82A2-060BA511EC6E},49,1,3,1,,,,,,,,,,,,,,,,,,
MACA001,QA/QC,2016,-1,MACA001Q,{6D868F9E-5C00-4C88-A356-2F496D509841},1,2,QUERPRIU,{F4C1717E-6390-4AE6-82A2-060BA511EC6E},39,1,3,1,,,,,,,H,1,,,,,,,,,,
